emp_no;dept_no;from_date;to_date
79080;d007;1998-03-18;9999-01-01
79090;d004;1985-10-09;9999-01-01
79100;d002;1985-10-28;9999-01-01
79110;d005;1993-07-28;9999-01-01
79120;d005;1998-07-04;9999-01-01
79130;d008;1990-11-15;9999-01-01
79140;d004;1986-03-05;9999-01-01
79150;d009;1994-08-17;9999-01-01
79160;d004;1995-06-03;2001-10-02
79170;d007;1989-07-21;9999-01-01
79180;d004;1987-01-28;9999-01-01
79190;d007;1999-06-30;2001-06-02
79200;d003;1997-09-10;9999-01-01
79210;d005;1986-09-19;9999-01-01
79220;d004;1992-07-31;1996-11-16
79230;d003;1996-07-21;9999-01-01
79240;d002;1989-12-20;9999-01-01
79250;d004;1993-08-15;9999-01-01
79260;d005;1995-03-07;9999-01-01
79270;d006;1993-12-23;9999-01-01
79280;d002;1989-10-09;9999-01-01
79290;d005;1990-08-07;9999-01-01
79300;d002;1988-11-19;9999-01-01
79310;d001;1996-10-27;9999-01-01
79320;d004;1985-04-10;9999-01-01
79330;d001;1994-03-24;9999-01-01
79340;d007;1995-09-28;9999-01-01
79350;d004;1993-01-02;9999-01-01
79360;d009;1990-01-29;2002-06-27
79370;d004;1993-09-04;1994-02-26
79370;d006;1994-02-26;9999-01-01
79380;d005;1998-11-11;9999-01-01
79390;d007;1999-08-02;9999-01-01
79400;d003;1989-12-10;9999-01-01
79410;d004;1989-07-23;9999-01-01
79420;d003;1993-10-03;2000-06-12
79430;d004;1999-09-13;9999-01-01
79440;d001;1995-02-12;2000-10-11
79450;d005;1997-05-22;9999-01-01
79460;d006;1998-07-19;9999-01-01
79470;d005;1994-01-23;9999-01-01
79480;d005;1995-10-07;9999-01-01
79490;d009;1986-08-13;9999-01-01
79500;d009;1987-05-26;9999-01-01
79510;d007;1989-11-13;1991-08-16
79520;d005;1996-08-27;9999-01-01
79530;d002;2000-04-13;9999-01-01
79530;d003;1999-09-28;2000-04-13
79540;d002;1985-03-09;1998-04-17
79540;d007;1998-04-17;9999-01-01
79550;d008;1993-07-16;9999-01-01
79560;d007;1996-01-15;9999-01-01
79570;d009;1995-01-04;9999-01-01
79580;d004;1995-04-10;9999-01-01
79590;d008;1987-08-09;9999-01-01
79600;d007;1987-06-10;1997-12-09
79610;d005;1996-09-06;1996-10-22
79610;d006;1994-09-27;1996-09-06
79620;d001;1990-12-02;9999-01-01
79630;d004;1995-09-13;2000-10-18
79640;d008;1991-10-12;1993-10-22
79650;d005;1985-03-07;9999-01-01
79660;d008;1994-08-31;1998-05-18
79670;d006;1998-06-16;9999-01-01
79680;d003;1996-01-08;9999-01-01
79690;d005;1992-07-17;9999-01-01
79700;d003;1988-09-27;9999-01-01
79710;d005;1991-10-05;9999-01-01
79720;d001;1993-04-21;9999-01-01
79730;d008;1998-07-27;9999-01-01
79740;d004;1988-04-22;2001-02-13
79750;d009;1987-08-29;9999-01-01
79760;d001;2002-07-25;9999-01-01
79760;d007;1993-03-19;2002-07-25
79770;d005;1992-10-07;9999-01-01
79780;d001;1998-03-01;9999-01-01
79790;d004;1986-11-27;9999-01-01
79800;d005;1994-09-07;9999-01-01
79810;d002;1997-03-17;9999-01-01
79820;d007;1997-02-11;9999-01-01
79830;d002;1985-11-26;1994-12-26
79840;d004;1999-07-30;9999-01-01
79840;d005;1992-09-03;1999-07-30
79850;d002;1993-06-28;1998-02-03
79850;d007;1998-02-03;9999-01-01
79860;d001;1995-08-13;9999-01-01
79860;d003;1993-03-09;1995-08-13
79870;d004;1999-07-16;9999-01-01
79870;d005;1994-07-17;1999-07-16
79880;d001;1992-08-12;9999-01-01
79880;d007;1988-07-30;1992-08-12
79890;d004;1985-04-05;1999-08-19
79900;d004;1991-01-27;9999-01-01
79900;d008;1986-06-08;1991-01-27
79910;d007;1985-03-12;1988-04-01
79910;d009;1988-04-01;9999-01-01
79920;d004;1996-07-18;9999-01-01
79920;d005;1993-02-01;1996-07-18
79930;d005;1998-06-08;9999-01-01
79940;d005;1994-12-09;9999-01-01
79950;d007;1996-11-10;1999-10-03
79960;d009;1998-11-26;9999-01-01
79970;d004;1989-12-21;9999-01-01
79980;d007;1988-04-15;9999-01-01
79990;d001;1992-03-27;9999-01-01
80000;d005;1994-07-03;9999-01-01
80010;d004;1999-11-04;9999-01-01
80020;d004;1996-08-17;9999-01-01
80030;d001;1999-03-11;2000-04-27
80030;d007;2000-04-27;9999-01-01
80040;d002;1988-12-06;9999-01-01
80050;d004;1999-07-30;9999-01-01
80060;d002;1992-02-08;9999-01-01
80070;d007;1991-11-28;9999-01-01
80080;d002;1991-04-04;9999-01-01
80090;d004;1989-07-08;9999-01-01
80100;d009;1998-03-19;9999-01-01
80110;d004;1990-09-12;1994-09-18
80120;d004;2001-07-12;9999-01-01
80120;d005;1997-03-12;2001-07-12
80130;d002;1985-08-19;9999-01-01
80140;d004;1986-06-17;2000-06-26
80150;d004;1993-04-04;9999-01-01
80160;d004;1994-01-12;9999-01-01
80170;d004;1990-07-27;1992-01-20
80180;d004;1993-04-23;2001-05-09
80190;d004;1998-11-02;9999-01-01
80200;d004;1998-10-29;9999-01-01
80210;d004;1989-03-15;2002-03-05
80210;d009;1987-04-09;1989-03-15
80220;d007;1994-04-19;9999-01-01
80230;d005;1985-08-08;9999-01-01
80240;d009;1998-07-23;9999-01-01
80250;d003;1997-04-28;9999-01-01
80260;d005;1990-11-11;9999-01-01
80270;d007;1990-03-07;9999-01-01
80280;d009;1994-09-16;9999-01-01
80290;d005;1994-11-26;9999-01-01
80300;d004;1989-03-02;1990-07-31
80310;d005;1992-02-25;9999-01-01
80320;d004;1998-05-24;2002-04-22
80320;d006;2002-04-22;9999-01-01
80330;d005;1995-12-08;1996-05-12
80340;d001;1989-01-22;1996-07-22
80340;d007;1996-07-22;9999-01-01
80350;d004;2000-10-14;2002-02-09
80350;d005;1999-12-28;2000-10-14
80360;d007;1991-01-19;1992-10-28
80360;d009;1992-10-28;1998-03-27
80370;d005;1985-11-12;9999-01-01
80380;d009;1999-12-02;9999-01-01
80390;d005;1988-09-12;1999-11-27
80400;d007;1989-05-09;9999-01-01
80410;d009;1998-03-01;9999-01-01
80420;d005;1998-12-24;9999-01-01
80430;d004;1988-02-25;9999-01-01
80440;d009;1996-10-13;2001-03-17
80450;d002;1999-06-15;9999-01-01
80460;d004;1991-06-16;9999-01-01
80470;d005;1996-12-31;9999-01-01
80470;d009;1994-11-18;1996-12-31
80480;d004;1988-01-24;9999-01-01
80490;d004;1998-02-16;9999-01-01
80490;d005;1990-11-08;1998-02-16
80500;d001;1990-07-06;9999-01-01
80510;d004;1999-01-23;1999-10-27
80510;d005;1998-11-13;1999-01-23
80520;d004;1986-05-20;9999-01-01
80530;d003;1988-12-15;9999-01-01
80540;d005;1993-12-03;9999-01-01
80550;d005;1985-06-26;9999-01-01
80560;d007;1997-02-11;9999-01-01
80570;d004;1988-07-28;9999-01-01
80580;d007;1992-12-22;9999-01-01
80590;d001;1986-09-18;1994-06-09
80590;d007;1994-06-09;9999-01-01
80600;d006;1985-06-30;9999-01-01
80610;d005;1998-01-23;9999-01-01
80620;d007;1992-12-02;9999-01-01
80630;d005;1989-04-23;9999-01-01
80640;d005;1999-05-11;9999-01-01
80650;d004;1986-12-20;9999-01-01
80660;d005;2001-01-05;9999-01-01
80660;d006;1998-01-17;2001-01-05
80670;d005;1991-06-13;1993-01-02
80680;d004;1987-01-05;9999-01-01
80690;d007;1994-03-29;9999-01-01
80700;d004;1993-03-20;9999-01-01
80710;d005;1993-02-08;1996-02-12
80720;d005;1988-10-21;9999-01-01
80730;d009;1989-04-09;9999-01-01
80740;d006;1987-05-21;9999-01-01
80750;d006;1994-03-05;9999-01-01
80760;d004;1989-12-11;9999-01-01
80770;d007;1996-07-13;9999-01-01
80780;d004;1993-06-13;9999-01-01
80790;d005;1988-01-23;9999-01-01
80800;d004;1985-08-30;9999-01-01
80810;d002;1993-07-06;9999-01-01
80820;d003;1987-07-06;9999-01-01
80830;d007;1987-04-16;1992-02-18
80840;d005;1988-09-21;9999-01-01
80850;d004;1995-04-16;9999-01-01
80860;d004;1999-04-23;2002-07-13
80860;d006;2002-07-13;9999-01-01
80870;d004;1986-05-03;1987-04-17
80870;d006;1987-04-17;1996-01-29
80880;d003;1997-12-22;1999-07-19
80890;d005;1992-11-24;1995-07-27
80890;d008;1995-07-27;9999-01-01
80900;d005;1994-06-16;1997-04-18
80910;d001;1998-07-20;9999-01-01
80910;d007;1995-09-25;1998-07-20
80920;d002;1995-04-30;9999-01-01
80930;d002;1986-05-05;1996-02-12
80940;d004;1992-10-01;9999-01-01
80950;d003;1985-03-03;9999-01-01
80960;d004;1997-05-29;9999-01-01
80970;d005;1996-11-22;9999-01-01
80980;d002;1985-08-23;9999-01-01
80990;d004;1997-01-30;9999-01-01
81000;d004;1996-10-23;9999-01-01
81010;d005;1992-02-02;9999-01-01
81020;d008;1999-09-05;2002-06-15
81030;d007;1991-01-19;1998-05-31
81040;d007;1991-08-18;1998-07-11
81050;d004;1990-06-21;9999-01-01
81060;d008;1996-06-28;9999-01-01
81070;d004;1987-11-30;9999-01-01
81080;d004;1990-09-15;1999-05-23
81090;d004;1987-01-19;9999-01-01
81100;d005;1993-08-17;9999-01-01
81110;d007;1991-06-08;9999-01-01
81120;d004;1990-10-28;9999-01-01
81130;d008;1989-01-17;9999-01-01
81140;d005;1999-04-23;9999-01-01
81150;d007;1993-12-26;9999-01-01
81160;d005;1985-10-03;9999-01-01
81170;d003;1990-04-27;2002-03-04
81180;d004;1987-12-11;9999-01-01
81190;d004;1986-07-06;2001-09-23
81190;d006;2001-09-23;9999-01-01
81200;d005;1995-11-02;2001-03-07
81210;d004;1986-08-11;1988-02-27
81220;d005;1996-11-26;1998-04-24
81230;d002;1986-10-04;9999-01-01
81240;d007;1990-07-29;9999-01-01
81250;d003;1987-06-21;1987-12-07
81260;d007;1993-12-21;9999-01-01
81270;d004;1998-07-23;1998-10-04
81270;d006;1998-10-04;1998-10-26
81280;d003;1985-05-31;9999-01-01
81290;d007;1999-07-08;9999-01-01
81300;d004;1993-06-11;9999-01-01
81310;d004;1998-08-31;9999-01-01
81320;d003;1997-08-20;9999-01-01
81330;d005;1989-05-22;9999-01-01
81340;d007;1987-09-24;9999-01-01
81350;d004;1991-05-03;9999-01-01
81360;d008;1985-02-02;9999-01-01
81370;d001;1988-07-02;9999-01-01
81380;d007;2000-01-24;9999-01-01
81390;d006;1994-10-05;9999-01-01
81400;d006;1985-02-26;9999-01-01
81410;d007;1995-07-20;9999-01-01
81420;d007;1997-07-24;9999-01-01
81430;d003;1992-01-10;9999-01-01
81440;d004;1985-03-09;9999-01-01
81450;d004;1996-04-26;2001-03-11
81450;d009;2001-03-11;9999-01-01
81460;d004;1992-09-28;2001-08-30
81460;d006;2001-08-30;9999-01-01
81470;d004;1988-02-14;1993-01-23
81470;d009;1993-01-23;9999-01-01
81480;d007;1989-04-29;9999-01-01
81490;d009;1989-03-19;9999-01-01
81500;d008;1990-04-30;2000-08-05
81510;d007;1988-04-08;9999-01-01
81520;d005;1985-06-02;9999-01-01
81530;d001;1998-08-17;9999-01-01
81540;d007;1994-11-15;1995-05-12
81550;d005;1986-07-29;9999-01-01
81560;d004;1999-06-10;9999-01-01
81570;d006;1987-01-21;9999-01-01
81580;d005;1998-07-20;9999-01-01
81590;d004;1997-09-18;9999-01-01
81600;d004;1993-08-24;9999-01-01
81610;d005;1985-07-08;1997-10-18
81620;d005;1992-02-20;2001-07-10
81630;d005;1988-03-31;2002-02-25
81640;d005;1998-05-20;9999-01-01
81650;d005;1985-10-01;9999-01-01
81660;d005;1993-07-24;9999-01-01
81660;d008;1986-01-29;1993-07-24
81670;d002;1987-09-04;9999-01-01
81680;d009;1986-03-29;9999-01-01
81690;d008;1996-03-25;9999-01-01
81700;d005;1987-02-02;1994-07-28
81710;d001;1988-05-31;9999-01-01
81720;d007;1990-12-28;9999-01-01
81730;d007;1992-12-16;9999-01-01
81740;d004;1999-09-28;9999-01-01
81750;d004;1997-04-16;1998-08-24
81760;d007;1987-07-16;9999-01-01
81770;d007;1994-07-31;1996-11-09
81780;d004;1990-12-28;9999-01-01
81790;d004;1990-02-23;9999-01-01
81800;d005;1997-10-05;9999-01-01
81810;d005;1985-04-12;9999-01-01
81820;d005;1999-07-05;9999-01-01
81830;d005;1989-10-17;9999-01-01
81840;d001;1990-12-25;9999-01-01
81850;d005;1997-07-12;2000-06-02
81860;d005;1990-05-29;9999-01-01
81870;d005;1996-04-13;9999-01-01
81880;d004;1997-04-23;9999-01-01
81880;d005;1991-06-27;1997-04-23
81890;d005;1995-08-10;9999-01-01
81900;d005;1989-08-14;1995-06-14
81900;d008;1995-06-14;9999-01-01
81910;d005;1997-04-24;9999-01-01
81920;d009;1999-04-24;2000-12-28
81930;d005;1999-06-22;9999-01-01
81940;d005;1986-01-15;9999-01-01
81950;d005;1990-03-13;9999-01-01
81960;d007;1994-03-14;9999-01-01
81970;d007;1992-06-10;9999-01-01
81980;d008;1993-03-28;9999-01-01
81990;d009;1995-09-25;9999-01-01
82000;d005;1996-06-08;9999-01-01
82010;d004;1999-09-11;9999-01-01
82020;d004;1991-04-18;9999-01-01
82030;d005;1987-11-20;1989-07-31
82040;d004;1997-01-10;9999-01-01
82050;d009;1993-08-15;9999-01-01
82060;d004;1998-02-03;9999-01-01
82070;d003;1997-02-15;9999-01-01
82080;d004;1993-05-17;9999-01-01
82090;d001;1990-07-04;9999-01-01
82100;d005;1998-02-13;2000-11-20
82100;d008;2000-11-20;2002-05-11
82110;d007;1988-11-09;9999-01-01
82120;d004;1995-05-30;9999-01-01
82130;d007;1987-01-04;1995-08-01
82140;d001;1985-08-10;1989-07-31
82150;d007;1992-03-24;9999-01-01
82160;d007;1990-11-14;9999-01-01
82170;d008;1988-07-27;9999-01-01
82180;d007;1992-07-25;9999-01-01
82190;d004;1998-04-29;9999-01-01
82200;d006;1997-03-04;9999-01-01
82210;d007;1995-07-26;9999-01-01
82220;d004;1991-01-12;9999-01-01
82230;d004;1990-06-26;1994-08-14
82230;d006;1994-08-14;1995-01-16
82240;d005;1986-01-26;9999-01-01
82250;d005;1996-11-29;9999-01-01
82260;d005;1997-08-08;9999-01-01
82270;d006;1993-03-26;1995-10-02
82280;d007;1996-01-01;9999-01-01
82290;d008;1994-06-05;9999-01-01
82300;d007;1992-01-27;1997-06-05
82310;d005;1985-02-21;9999-01-01
82320;d005;1985-11-19;9999-01-01
82330;d006;1995-02-16;9999-01-01
82340;d008;1985-09-14;9999-01-01
82350;d005;1989-07-19;9999-01-01
82360;d009;1992-09-30;9999-01-01
82370;d004;1987-05-05;9999-01-01
82380;d008;1993-07-08;1997-09-15
82390;d005;1985-12-02;1997-01-07
82390;d008;1997-01-07;9999-01-01
82400;d002;1989-05-31;9999-01-01
82410;d004;1995-06-25;9999-01-01
82410;d009;1995-03-23;1995-06-25
82420;d005;1998-08-13;9999-01-01
82430;d007;1993-05-25;9999-01-01
82440;d005;1997-02-24;2000-01-29
82450;d006;1995-02-04;9999-01-01
82460;d004;1985-05-09;9999-01-01
82470;d009;1991-09-17;1993-09-26
82480;d007;1992-01-12;1998-02-08
82490;d009;1990-09-17;9999-01-01
82500;d005;1986-12-14;9999-01-01
82510;d007;1993-07-06;9999-01-01
82520;d004;1987-05-22;1990-11-03
82530;d009;1993-05-06;9999-01-01
82540;d004;1991-11-15;9999-01-01
82550;d005;1985-11-15;9999-01-01
82560;d007;1988-07-29;9999-01-01
82570;d004;1986-05-01;1999-11-17
82580;d005;1991-12-22;9999-01-01
82590;d001;1987-06-13;9999-01-01
82600;d001;2000-01-08;9999-01-01
82610;d007;1987-05-25;9999-01-01
82620;d004;2001-02-15;9999-01-01
82620;d005;1994-04-24;2001-02-15
82630;d004;1991-07-20;1998-06-23
82640;d005;1998-03-01;9999-01-01
82650;d005;1995-12-26;9999-01-01
82660;d007;1987-02-21;9999-01-01
82670;d004;1989-02-25;1997-12-04
82680;d004;1997-10-28;9999-01-01
82690;d005;1991-05-23;9999-01-01
82700;d005;1989-06-04;1995-06-21
82710;d006;1999-07-27;9999-01-01
82720;d002;1998-02-15;9999-01-01
82730;d004;1986-05-08;9999-01-01
82740;d006;1986-11-28;9999-01-01
82750;d009;1995-04-26;9999-01-01
82760;d005;1987-12-12;9999-01-01
82770;d005;1994-06-23;9999-01-01
82780;d004;1996-08-10;9999-01-01
82790;d005;1986-05-26;9999-01-01
82800;d005;1999-07-23;9999-01-01
82810;d005;1998-08-31;9999-01-01
82820;d006;1995-04-05;9999-01-01
82830;d007;1993-01-18;9999-01-01
82840;d003;1992-12-18;9999-01-01
82850;d004;1996-05-07;9999-01-01
82860;d004;1991-01-03;9999-01-01
82870;d003;1999-08-24;9999-01-01
82880;d004;1987-01-04;1988-03-26
82890;d009;1991-03-20;9999-01-01
82900;d001;1996-07-01;9999-01-01
82910;d001;1986-05-06;9999-01-01
82920;d005;1987-05-02;9999-01-01
82930;d009;1999-10-14;1999-11-23
82940;d003;1995-02-02;9999-01-01
82950;d007;1988-08-19;9999-01-01
82960;d003;1999-10-06;9999-01-01
82970;d007;1994-12-26;9999-01-01
82980;d006;1995-10-15;9999-01-01
82990;d004;1988-11-15;1997-03-18
83000;d004;1986-08-26;9999-01-01
83010;d003;1997-07-25;9999-01-01
83020;d005;1991-04-04;9999-01-01
83030;d005;1987-07-11;9999-01-01
83040;d006;1987-04-13;9999-01-01
83050;d005;1990-01-06;9999-01-01
83060;d005;1996-11-25;1998-06-10
83060;d008;1998-06-10;9999-01-01
83070;d007;1990-08-01;9999-01-01
83080;d002;1997-05-09;2001-05-15
83080;d003;2001-05-15;9999-01-01
83090;d005;1991-05-10;9999-01-01
83100;d004;1992-12-01;9999-01-01
83110;d009;1998-07-03;2000-10-09
83120;d009;1986-03-20;9999-01-01
83130;d008;1989-12-01;9999-01-01
83140;d004;1999-10-13;9999-01-01
83150;d002;1995-07-31;9999-01-01
83160;d007;1999-03-28;9999-01-01
83170;d004;1990-01-04;9999-01-01
83180;d004;1996-08-05;9999-01-01
83190;d003;1987-07-15;9999-01-01
83200;d006;1996-08-06;2000-06-06
83210;d004;1997-02-03;9999-01-01
83220;d002;1995-04-13;9999-01-01
83230;d004;1988-11-11;9999-01-01
83240;d005;1998-05-15;9999-01-01
83250;d005;1994-10-29;9999-01-01
83260;d005;1994-08-26;9999-01-01
83260;d009;1987-06-25;1994-08-26
83270;d002;1985-02-22;9999-01-01
83280;d004;1999-08-08;9999-01-01
83290;d001;1986-02-19;2001-11-06
83290;d009;2001-11-06;9999-01-01
83300;d001;1994-09-12;9999-01-01
83310;d006;1989-05-02;9999-01-01
83320;d005;1992-11-15;9999-01-01
83330;d001;1994-03-13;9999-01-01
83340;d009;1991-01-11;9999-01-01
83350;d005;1999-10-19;9999-01-01
83360;d007;1989-06-16;9999-01-01
83370;d007;1997-11-23;1998-08-26
83380;d005;1996-07-10;9999-01-01
83390;d003;1986-08-13;9999-01-01
83400;d002;1994-01-30;9999-01-01
83410;d009;1990-03-29;9999-01-01
83420;d003;1998-01-07;9999-01-01
83430;d008;1991-04-28;1999-10-15
83440;d008;1996-12-19;9999-01-01
83450;d006;1991-10-03;9999-01-01
83460;d002;1987-12-20;9999-01-01
83470;d006;1994-03-18;1996-03-13
83480;d005;1990-07-23;1991-10-29
83490;d005;1989-10-28;9999-01-01
83500;d009;1995-08-20;9999-01-01
83510;d005;1986-11-10;9999-01-01
83520;d004;1992-03-01;2001-08-10
83530;d005;1988-07-23;9999-01-01
83540;d004;1988-09-10;9999-01-01
83550;d007;1986-06-04;9999-01-01
83560;d005;1997-06-24;1997-08-20
83570;d003;1997-07-24;9999-01-01
83580;d006;1992-01-09;9999-01-01
83590;d004;1986-12-07;9999-01-01
83600;d004;1988-07-29;9999-01-01
83610;d007;1986-10-08;9999-01-01
83620;d001;1994-05-02;9999-01-01
83630;d005;1996-08-17;1998-03-20
83640;d007;1988-12-04;9999-01-01
83650;d005;1988-03-13;9999-01-01
83660;d005;1996-11-07;9999-01-01
83670;d007;1999-01-12;2002-02-09
83670;d009;2002-02-09;9999-01-01
83680;d007;1996-08-04;1999-07-07
83690;d004;1989-04-03;9999-01-01
83700;d002;1992-03-24;9999-01-01
83710;d005;1994-05-02;1999-04-16
83720;d005;1990-07-01;1991-04-18
83730;d007;1985-12-20;9999-01-01
83740;d004;1995-05-19;2001-08-30
83740;d006;2001-08-30;9999-01-01
83750;d004;1996-10-17;1996-10-22
83750;d005;1996-04-06;1996-10-17
83760;d008;1998-07-07;1999-06-04
83770;d004;1998-04-20;1998-09-17
83780;d004;1996-12-04;9999-01-01
83790;d004;1998-07-17;9999-01-01
83800;d007;1994-10-27;9999-01-01
83810;d007;1988-05-17;1991-04-14
83820;d004;1998-06-27;9999-01-01
83830;d004;1988-07-26;1999-09-21
83830;d006;1999-09-21;9999-01-01
83840;d004;1999-03-31;9999-01-01
83840;d009;1997-08-24;1999-03-31
83850;d007;1986-04-17;9999-01-01
83860;d007;1992-11-28;9999-01-01
83870;d004;1999-12-08;9999-01-01
83880;d004;1992-06-09;9999-01-01
83890;d007;1996-11-19;9999-01-01
83900;d008;1996-04-02;9999-01-01
83910;d005;1988-12-25;9999-01-01
83920;d003;1999-01-26;9999-01-01
83930;d005;1999-07-24;1999-09-28
83940;d004;1987-02-04;9999-01-01
83950;d003;1999-05-16;9999-01-01
83960;d004;1990-07-24;9999-01-01
83970;d005;1997-01-30;9999-01-01
83980;d004;1987-06-24;9999-01-01
83990;d006;1987-06-30;9999-01-01
84000;d005;1989-07-05;9999-01-01
84010;d003;1997-12-14;9999-01-01
84020;d005;1998-07-20;9999-01-01
84030;d004;1990-08-06;9999-01-01
84030;d006;1990-03-01;1990-08-06
84040;d007;1997-03-01;9999-01-01
84050;d004;1985-10-01;9999-01-01
84060;d007;1987-09-26;9999-01-01
84070;d007;1999-11-23;9999-01-01
84080;d003;1998-10-27;9999-01-01
84090;d008;1992-07-22;9999-01-01
84100;d004;1992-12-24;9999-01-01
84110;d007;1996-09-13;9999-01-01
84120;d005;1993-01-04;9999-01-01
84130;d005;1992-05-15;2001-10-07
84130;d008;2001-10-07;9999-01-01
84140;d004;1993-05-30;9999-01-01
84150;d007;1989-04-06;9999-01-01
84160;d002;1995-08-16;9999-01-01
84170;d004;1994-02-06;9999-01-01
84180;d004;1994-06-14;9999-01-01
84190;d005;1996-11-10;2001-08-27
84200;d005;1988-12-28;9999-01-01
84210;d007;1997-07-27;9999-01-01
84220;d001;1999-03-27;9999-01-01
84230;d007;1997-06-10;9999-01-01
84240;d004;1999-07-07;9999-01-01
84250;d007;1989-07-30;1998-03-22
84260;d005;1991-11-09;9999-01-01
84270;d004;1990-09-19;1999-04-11
84270;d006;1999-04-11;2000-03-22
84280;d005;1996-07-15;1999-10-14
84280;d009;1996-05-15;1996-07-15
84290;d004;1996-01-04;9999-01-01
84300;d007;1986-10-21;9999-01-01
84310;d009;1999-02-13;9999-01-01
84320;d009;1997-06-08;1999-08-18
84330;d004;1999-07-05;9999-01-01
84340;d007;1992-08-15;9999-01-01
84350;d005;1998-02-02;1998-02-12
84360;d005;1992-05-20;1996-06-11
84370;d007;1986-03-08;9999-01-01
84380;d003;1996-08-13;9999-01-01
84390;d005;1995-12-13;2001-02-04
84400;d005;1986-08-28;9999-01-01
84410;d002;1998-05-30;9999-01-01
84420;d007;1991-03-10;2001-03-31
84420;d009;2001-03-31;9999-01-01
84430;d004;1995-03-30;9999-01-01
84430;d005;1992-05-18;1995-03-30
84440;d002;1993-09-21;9999-01-01
84450;d006;1999-08-31;9999-01-01
84460;d002;1991-02-04;9999-01-01
84470;d004;1998-03-25;2002-01-01
84470;d006;2002-01-01;9999-01-01
84480;d004;1986-11-12;1986-12-26
84480;d006;1986-12-26;1987-05-04
84490;d003;1990-12-16;9999-01-01
84500;d004;1994-09-15;9999-01-01
84510;d005;1988-03-17;9999-01-01
84520;d006;1990-05-16;9999-01-01
84530;d004;1997-04-19;9999-01-01
84540;d005;1996-02-04;9999-01-01
84550;d007;1991-08-24;9999-01-01
84560;d005;1998-11-21;2002-07-17
84570;d001;1996-04-20;9999-01-01
84580;d004;1993-06-27;1996-09-21
84590;d004;1990-05-21;9999-01-01
84600;d005;1987-05-02;9999-01-01
84610;d005;1999-10-18;2000-10-25
84620;d004;1988-06-07;1988-11-12
84630;d004;1986-07-23;1988-04-19
84640;d004;1992-07-19;2002-06-01
84650;d005;2001-11-20;9999-01-01
84650;d006;1993-02-04;2001-11-20
84660;d005;1988-09-18;9999-01-01
84670;d002;1991-09-02;2000-02-17
84670;d003;2000-02-17;9999-01-01
84680;d005;1996-09-18;9999-01-01
84690;d003;1995-04-16;1997-09-28
84700;d004;1993-05-19;9999-01-01
84700;d005;1986-11-17;1993-05-19
84710;d007;1992-05-18;9999-01-01
84720;d007;1991-02-07;9999-01-01
84730;d005;1997-09-09;9999-01-01
84740;d004;1994-11-15;1999-03-28
84740;d006;1999-03-28;9999-01-01
84750;d006;1996-11-04;9999-01-01
84760;d005;1987-09-12;1996-10-20
84770;d003;1991-04-24;1997-12-02
84780;d001;1994-03-07;9999-01-01
84790;d006;1999-06-25;9999-01-01
84800;d004;1989-11-02;1999-02-22
84810;d005;1998-01-06;9999-01-01
84820;d005;1994-06-16;9999-01-01
84830;d006;1990-08-06;9999-01-01
84840;d008;1996-11-03;9999-01-01
84850;d001;1993-09-14;9999-01-01
84860;d006;1992-07-21;9999-01-01
84870;d005;1991-02-27;9999-01-01
84880;d005;1986-04-12;9999-01-01
84890;d003;1990-08-29;9999-01-01
84900;d004;1987-05-28;9999-01-01
84910;d008;1991-09-18;9999-01-01
84920;d007;1986-05-02;9999-01-01
84930;d004;1997-06-18;1998-08-31
84930;d006;1994-12-21;1997-06-18
84940;d005;1985-03-09;9999-01-01
84950;d007;1993-03-07;1994-01-14
84950;d009;1994-01-14;9999-01-01
84960;d004;1999-10-18;9999-01-01
84960;d005;1994-07-04;1999-10-18
84970;d004;1993-08-10;9999-01-01
84980;d001;1992-10-06;9999-01-01
84990;d005;1991-01-30;9999-01-01
85000;d004;1997-07-05;9999-01-01
85010;d007;1994-07-23;9999-01-01
85020;d001;1986-03-27;9999-01-01
85030;d007;1988-05-16;9999-01-01
85040;d001;1991-02-11;9999-01-01
85050;d004;1997-03-06;9999-01-01
85060;d001;1995-02-27;9999-01-01
